resp_id,survey_location,period,post,treated,did,monthly_transport_exp,ticket_expenditure,gender,female,age,profession,trip_purpose,mode,trip_dist_km,trip_time_min,trip_fare,trips_per_week,wait_min,access_dist_m,n_2w,n_4w,n_cycle,hh_motor_vehicles,income_imputed,vi_income,vi_no_vehicle,vi_elderly,brt_experience,employed,VI,VI_did
176,33. Tara Wala pul,0,0,1,0,606.2,0.0,Male,0,43,Private salaried job,Work,Shared E-Rickshaw,2.0,10,20,7,15,100,1,0,2,1,22000,0.3902286740029658,0,0,Yes,1,0.1300762246676552,0.0
176,33. Tara Wala pul,1,1,1,1,151.55,5.0,Male,0,43,Private salaried job,Work,Shared E-Rickshaw,2.0,10,20,7,15,100,1,0,2,1,22000,0.3902286740029658,0,0,Yes,1,0.1300762246676552,0.1300762246676552
177,14. Municipal Corporation,0,0,0,0,519.6,0.0,Male,0,45,Private salaried job,Work,Private E-Rickshaw,2.0,10,20,6,5,500,0,0,0,0,22000,0.3902286740029658,1,0,No,1,0.4634095580009886,0.0
177,14. Municipal Corporation,1,1,0,0,523.9509706000304,0.0,Male,0,45,Private salaried job,Work,Private E-Rickshaw,2.0,10,20,6,5,500,0,0,0,0,22000,0.3902286740029658,1,0,No,1,0.4634095580009886,0.0
178,22. 100 feet raod,0,0,0,0,1515.5,0.0,Male,0,55,Self-employed,Shopping,Private E-Rickshaw,2.0,10,50,7,15,0,2,1,0,3,17914,0.5496761102005776,0,0,Yes,1,0.1832253700668592,0.0
178,22. 100 feet raod,1,1,0,0,1525.4237556405585,0.0,Male,0,55,Self-employed,Shopping,Private E-Rickshaw,2.0,10,50,7,15,0,2,1,0,3,17914,0.5496761102005776,0,0,Yes,1,0.1832253700668592,0.0
179,3. Bus stand,0,0,1,0,606.2,0.0,Male,0,58,Self-employed,Work,Shared E-Rickshaw,2.0,30,20,7,0,0,0,0,0,0,17914,0.5496761102005776,1,0,Yes,1,0.5165587034001925,0.0
179,3. Bus stand,1,1,1,1,151.55,5.0,Male,0,58,Self-employed,Work,Shared E-Rickshaw,2.0,30,20,7,0,0,0,0,0,0,17914,0.5496761102005776,1,0,Yes,1,0.5165587034001925,0.5165587034001925
180,22. 100 feet raod,0,0,0,0,259.8,0.0,Male,0,75,Retired,Recreational,Shared E-Rickshaw,2.0,5,10,6,2,500,1,0,0,1,0,1.0,0,1,Yes,0,0.6666666666666666,0.0
180,22. 100 feet raod,1,1,0,0,267.2860801945695,0.0,Male,0,75,Retired,Recreational,Shared E-Rickshaw,2.0,5,10,6,2,500,1,0,0,1,0,1.0,0,1,Yes,0,0.6666666666666666,0.0
181,17. Ratan Singh Chowk,0,0,0,0,606.2,0.0,Male,0,18,Labourer,Work,Shared E-Rickshaw,3.0,30,20,7,0,0,0,1,0,1,13650,0.7160696167954421,0,0,No,1,0.2386898722651473,0.0
181,17. Ratan Singh Chowk,1,1,0,0,615.1079249087853,0.0,Male,0,18,Labourer,Work,Shared E-Rickshaw,3.0,30,20,7,0,0,0,1,0,1,13650,0.7160696167954421,0,0,No,1,0.2386898722651473,0.0
182,8. Hall Gate,0,0,0,0,346.4,0.0,Male,0,21,Student,Education,Shared E-Rickshaw,3.0,30,20,4,0,0,2,0,2,2,0,1.0,0,0,Yes,0,0.3333333333333333,0.0
182,8. Hall Gate,1,1,0,0,355.3344663969786,0.0,Male,0,21,Student,Education,Shared E-Rickshaw,3.0,30,20,4,0,0,2,0,2,2,0,1.0,0,0,Yes,0,0.3333333333333333,0.0
183,24. GNDU,0,0,0,0,433.0,0.0,Female,1,22,Student,Education,Shared E-Rickshaw,3.0,10,20,5,5,100,1,0,1,1,0,1.0,0,0,Yes,0,0.3333333333333333,0.0
183,24. GNDU,1,1,0,0,438.1885836038645,0.0,Female,1,22,Student,Education,Shared E-Rickshaw,3.0,10,20,5,5,100,1,0,1,1,0,1.0,0,0,Yes,0,0.3333333333333333,0.0
184,8. Hall Gate,0,0,0,0,519.6,0.0,Male,0,22,Private salaried job,Work,Shared E-Rickshaw,4.0,30,20,6,2,0,0,0,3,0,22000,0.3902286740029658,1,0,No,1,0.4634095580009886,0.0
184,8. Hall Gate,1,1,0,0,522.7592905183079,0.0,Male,0,22,Private salaried job,Work,Shared E-Rickshaw,4.0,30,20,6,2,0,0,0,3,0,22000,0.3902286740029658,1,0,No,1,0.4634095580009886,0.0
185,14. Municipal Corporation,0,0,0,0,519.6,0.0,Male,0,24,Student,Education,Shared E-Rickshaw,4.0,25,20,6,5,100,1,1,0,2,0,1.0,0,0,No,0,0.3333333333333333,0.0
185,14. Municipal Corporation,1,1,0,0,527.3201243211099,0.0,Male,0,24,Student,Education,Shared E-Rickshaw,4.0,25,20,6,5,100,1,1,0,2,0,1.0,0,0,No,0,0.3333333333333333,0.0
186,10. Kot Man Singh,0,0,0,0,86.6,0.0,Male,0,25,Private salaried job,Work,Shared E-Rickshaw,4.0,10,20,1,3,0,1,0,0,1,22000,0.3902286740029658,0,0,No,1,0.1300762246676552,0.0
186,10. Kot Man Singh,1,1,0,0,93.2166126316776,0.0,Male,0,25,Private salaried job,Work,Shared E-Rickshaw,4.0,10,20,1,3,0,1,0,0,1,22000,0.3902286740029658,0,0,No,1,0.1300762246676552,0.0
187,21. Vallah Bypass,0,0,0,0,259.8,0.0,Female,1,26,Homemaker,Recreational,Private E-Rickshaw,4.0,20,30,2,10,200,0,0,0,0,0,1.0,1,0,No,0,0.6666666666666666,0.0
187,21. Vallah Bypass,1,1,0,0,263.53657728873713,0.0,Female,1,26,Homemaker,Recreational,Private E-Rickshaw,4.0,20,30,2,10,200,0,0,0,0,0,1.0,1,0,No,0,0.6666666666666666,0.0
188,10. Kot Man Singh,0,0,0,0,86.6,0.0,Female,1,28,Self-employed,Work,Shared E-Rickshaw,4.0,15,20,1,5,200,0,0,0,0,6374,1.0,1,0,No,1,0.6666666666666666,0.0
188,10. Kot Man Singh,1,1,0,0,87.54466668061515,0.0,Female,1,28,Self-employed,Work,Shared E-Rickshaw,4.0,15,20,1,5,200,0,0,0,0,6374,1.0,1,0,No,1,0.6666666666666666,0.0
189,7. Guru Ram Das Charitable Hospital,0,0,0,0,519.6,0.0,Male,0,30,Self-employed,Work,Shared E-Rickshaw,4.0,30,20,6,0,0,0,0,0,0,17914,0.5496761102005776,1,0,No,1,0.5165587034001925,0.0
189,7. Guru Ram Das Charitable Hospital,1,1,0,0,527.0678961134903,0.0,Male,0,30,Self-employed,Work,Shared E-Rickshaw,4.0,30,20,6,0,0,0,0,0,0,17914,0.5496761102005776,1,0,No,1,0.5165587034001925,0.0
190,1. 100 ft road Chowk,0,0,0,0,519.6,0.0,Male,0,46,Self-employed,Work,Shared E-Rickshaw,4.0,20,20,6,0,0,1,0,1,1,17914,0.5496761102005776,0,0,No,1,0.1832253700668592,0.0
190,1. 100 ft road Chowk,1,1,0,0,522.2246051592286,0.0,Male,0,46,Self-employed,Work,Shared E-Rickshaw,4.0,20,20,6,0,0,1,0,1,1,17914,0.5496761102005776,0,0,No,1,0.1832253700668592,0.0
191,1. 100 ft road Chowk,0,0,0,0,259.8,0.0,Male,0,53,Private salaried job,Work,Shared E-Rickshaw,4.0,15,10,6,0,0,1,0,0,1,22000,0.3902286740029658,0,0,No,1,0.1300762246676552,0.0
191,1. 100 ft road Chowk,1,1,0,0,269.1681315053378,0.0,Male,0,53,Private salaried job,Work,Shared E-Rickshaw,4.0,15,10,6,0,0,1,0,0,1,22000,0.3902286740029658,0,0,No,1,0.1300762246676552,0.0
192,8. Hall Gate,0,0,0,0,519.6,0.0,Male,0,36,Self-employed,Work,Shared E-Rickshaw,4.5,15,20,6,20,0,0,0,0,0,17914,0.5496761102005776,1,0,No,1,0.5165587034001925,0.0
192,8. Hall Gate,1,1,0,0,522.0097057500569,0.0,Male,0,36,Self-employed,Work,Shared E-Rickshaw,4.5,15,20,6,20,0,0,0,0,0,17914,0.5496761102005776,1,0,No,1,0.5165587034001925,0.0
193,10. Kot Man Singh,0,0,0,0,346.4,0.0,Male,0,20,Unemployed,Work,Private E-Rickshaw,5.0,20,20,4,4,200,0,0,0,0,0,1.0,1,0,Yes,0,0.6666666666666666,0.0
193,10. Kot Man Singh,1,1,0,0,347.62757932411483,0.0,Male,0,20,Unemployed,Work,Private E-Rickshaw,5.0,20,20,4,4,200,0,0,0,0,0,1.0,1,0,Yes,0,0.6666666666666666,0.0
194,2. Amritsar Engineering College,0,0,0,0,433.0,0.0,Male,0,27,Student,Education,Shared E-Rickshaw,5.0,10,20,5,10,150,1,1,1,2,0,1.0,0,0,Yes,0,0.3333333333333333,0.0
194,2. Amritsar Engineering College,1,1,0,0,441.3111267212491,0.0,Male,0,27,Student,Education,Shared E-Rickshaw,5.0,10,20,5,10,150,1,1,1,2,0,1.0,0,0,Yes,0,0.3333333333333333,0.0
195,2. Amritsar Engineering College,0,0,0,0,1039.2,0.0,Male,0,40,Private salaried job,Work,Shared E-Rickshaw,5.0,30,40,6,20,500,0,0,0,0,22000,0.3902286740029658,1,0,Yes,1,0.4634095580009886,0.0
195,2. Amritsar Engineering College,1,1,0,0,1040.732843166245,0.0,Male,0,40,Private salaried job,Work,Shared E-Rickshaw,5.0,30,40,6,20,500,0,0,0,0,22000,0.3902286740029658,1,0,Yes,1,0.4634095580009886,0.0
196,14. Municipal Corporation,0,0,0,0,1299.0,0.0,Male,0,42,Private salaried job,Religious,Private E-Rickshaw,5.0,10,150,2,20,400,0,0,0,0,22000,0.3902286740029658,1,0,No,1,0.4634095580009886,0.0
196,14. Municipal Corporation,1,1,0,0,1300.7926830815777,0.0,Male,0,42,Private salaried job,Religious,Private E-Rickshaw,5.0,10,150,2,20,400,0,0,0,0,22000,0.3902286740029658,1,0,No,1,0.4634095580009886,0.0
197,21. Vallah Bypass,0,0,0,0,173.2,0.0,Female,1,70,Homemaker,Health,Shared E-Rickshaw,5.0,25,20,2,2,0,1,0,0,1,0,1.0,0,1,No,0,0.6666666666666666,0.0
197,21. Vallah Bypass,1,1,0,0,179.19382791520843,0.0,Female,1,70,Homemaker,Health,Shared E-Rickshaw,5.0,25,20,2,2,0,1,0,0,1,0,1.0,0,1,No,0,0.6666666666666666,0.0
198,7. Guru Ram Das Charitable Hospital,0,0,0,0,1082.5,0.0,Male,0,24,Self-employed,Work,Shared E-Rickshaw,6.0,30,50,5,0,0,2,0,1,2,17914,0.5496761102005776,0,0,No,1,0.1832253700668592,0.0
198,7. Guru Ram Das Charitable Hospital,1,1,0,0,1091.2456204083746,0.0,Male,0,24,Self-employed,Work,Shared E-Rickshaw,6.0,30,50,5,0,0,2,0,1,2,17914,0.5496761102005776,0,0,No,1,0.1832253700668592,0.0
199,33. Tara Wala pul,0,0,0,0,433.0,0.0,Female,1,22,Student,Education,Shared E-Rickshaw,8.0,15,20,5,5,500,1,1,0,2,0,1.0,0,0,No,0,0.3333333333333333,0.0
199,33. Tara Wala pul,1,1,0,0,434.9643466571457,0.0,Female,1,22,Student,Education,Shared E-Rickshaw,8.0,15,20,5,5,500,1,1,0,2,0,1.0,0,0,No,0,0.3333333333333333,0.0
200,16. Ram Tirath Road,0,0,1,0,1039.2,0.0,Male,0,24,Private salaried job,Work,Shared E-Rickshaw,8.0,30,40,6,2,100,1,0,0,1,22000,0.3902286740029658,0,0,Yes,1,0.1300762246676552,0.0
200,16. Ram Tirath Road,1,1,1,1,389.7,15.0,Male,0,24,Private salaried job,Work,Shared E-Rickshaw,8.0,30,40,6,2,100,1,0,0,1,22000,0.3902286740029658,0,0,Yes,1,0.1300762246676552,0.1300762246676552
201,21. Vallah Bypass,0,0,0,0,433.0,0.0,Female,1,24,Student,Education,Shared E-Rickshaw,8.0,20,20,5,5,300,1,0,0,1,0,1.0,0,0,No,0,0.3333333333333333,0.0
201,21. Vallah Bypass,1,1,0,0,440.77404838241176,0.0,Female,1,24,Student,Education,Shared E-Rickshaw,8.0,20,20,5,5,300,1,0,0,1,0,1.0,0,0,No,0,0.3333333333333333,0.0
202,15. Rajasansi,0,0,0,0,259.8,0.0,Male,0,31,Self-employed,Work,Shared E-Rickshaw,8.0,20,20,3,10,200,1,0,0,1,17914,0.5496761102005776,0,0,No,1,0.1832253700668592,0.0
202,15. Rajasansi,1,1,0,0,269.51826426060967,0.0,Male,0,31,Self-employed,Work,Shared E-Rickshaw,8.0,20,20,3,10,200,1,0,0,1,17914,0.5496761102005776,0,0,No,1,0.1832253700668592,0.0
203,11. Loharka Road,0,0,0,0,86.6,0.0,Male,0,35,Labourer,Recreational,Private E-Rickshaw,8.0,30,20,1,15,0,1,0,0,1,13650,0.7160696167954421,0,0,No,1,0.2386898722651473,0.0
203,11. Loharka Road,1,1,0,0,91.6074118620234,0.0,Male,0,35,Labourer,Recreational,Private E-Rickshaw,8.0,30,20,1,15,0,1,0,0,1,13650,0.7160696167954421,0,0,No,1,0.2386898722651473,0.0
204,11. Loharka Road,0,0,0,0,173.2,0.0,Male,0,65,Self-employed,Work,Shared E-Rickshaw,8.0,30,20,2,5,0,2,0,0,2,17914,0.5496761102005776,0,1,No,1,0.5165587034001925,0.0
204,11. Loharka Road,1,1,0,0,174.6389750255125,0.0,Male,0,65,Self-employed,Work,Shared E-Rickshaw,8.0,30,20,2,5,0,2,0,0,2,17914,0.5496761102005776,0,1,No,1,0.5165587034001925,0.0
205,17. Ratan Singh Chowk,0,0,1,0,519.6,0.0,Male,0,20,Private salaried job,Work,Shared E-Rickshaw,9.0,30,20,6,0,0,0,0,1,0,22000,0.3902286740029658,1,0,No,1,0.4634095580009886,0.0
205,17. Ratan Singh Chowk,1,1,1,1,389.7,15.0,Male,0,20,Private salaried job,Work,Shared E-Rickshaw,9.0,30,20,6,0,0,0,0,1,0,22000,0.3902286740029658,1,0,No,1,0.4634095580009886,0.4634095580009886
206,2. Amritsar Engineering College,0,0,0,0,433.0,0.0,Female,1,20,Student,Education,Shared E-Rickshaw,10.0,25,20,5,0,0,0,0,0,0,0,1.0,1,0,No,0,0.6666666666666666,0.0
206,2. Amritsar Engineering College,1,1,0,0,435.2965602999885,0.0,Female,1,20,Student,Education,Shared E-Rickshaw,10.0,25,20,5,0,0,0,0,0,0,0,1.0,1,0,No,0,0.6666666666666666,0.0
207,32. Railway Station,0,0,1,0,519.6,0.0,Female,1,21,Student,Education,Shared E-Rickshaw,10.0,30,20,6,5,100,1,0,1,1,0,1.0,0,0,Yes,0,0.3333333333333333,0.0
207,32. Railway Station,1,1,1,1,389.7,15.0,Female,1,21,Student,Education,Shared E-Rickshaw,10.0,30,20,6,5,100,1,0,1,1,0,1.0,0,0,Yes,0,0.3333333333333333,0.3333333333333333
208,10. Kot Man Singh,0,0,0,0,346.4,0.0,Male,0,21,Self-employed,Work,Shared E-Rickshaw,10.0,20,20,4,0,0,2,0,0,2,17914,0.5496761102005776,0,0,Yes,1,0.1832253700668592,0.0
208,10. Kot Man Singh,1,1,0,0,353.17658673612857,0.0,Male,0,21,Self-employed,Work,Shared E-Rickshaw,10.0,20,20,4,0,0,2,0,0,2,17914,0.5496761102005776,0,0,Yes,1,0.1832253700668592,0.0
209,24. GNDU,0,0,0,0,1732.0,0.0,Female,1,22,Student,Education,Shared E-Rickshaw,10.0,35,80,5,5,50,2,1,0,3,0,1.0,0,0,Yes,0,0.3333333333333333,0.0
209,24. GNDU,1,1,0,0,1733.2183250462854,0.0,Female,1,22,Student,Education,Shared E-Rickshaw,10.0,35,80,5,5,50,2,1,0,3,0,1.0,0,0,Yes,0,0.3333333333333333,0.0
210,18. Spring Dale,0,0,0,0,173.2,0.0,Male,0,22,Self-employed,Work,Shared E-Rickshaw,10.0,30,20,2,5,0,2,0,0,2,17914,0.5496761102005776,0,0,No,1,0.1832253700668592,0.0
210,18. Spring Dale,1,1,0,0,178.26329931620631,0.0,Male,0,22,Self-employed,Work,Shared E-Rickshaw,10.0,30,20,2,5,0,2,0,0,2,17914,0.5496761102005776,0,0,No,1,0.1832253700668592,0.0
211,26. Guru Harkrishan School,0,0,0,0,519.6,0.0,Female,1,24,Student,Education,Shared E-Rickshaw,10.0,10,20,6,4,100,2,1,1,3,0,1.0,0,0,Yes,0,0.3333333333333333,0.0
211,26. Guru Harkrishan School,1,1,0,0,526.5426243564289,0.0,Female,1,24,Student,Education,Shared E-Rickshaw,10.0,10,20,6,4,100,2,1,1,3,0,1.0,0,0,Yes,0,0.3333333333333333,0.0
212,15. Rajasansi,0,0,0,0,173.2,0.0,Female,1,25,Homemaker,Shopping,Shared E-Rickshaw,10.0,25,20,2,10,200,1,0,1,1,0,1.0,0,0,No,0,0.3333333333333333,0.0
212,15. Rajasansi,1,1,0,0,179.011166092209,0.0,Female,1,25,Homemaker,Shopping,Shared E-Rickshaw,10.0,25,20,2,10,200,1,0,1,1,0,1.0,0,0,No,0,0.3333333333333333,0.0
213,11. Loharka Road,0,0,0,0,866.0,0.0,Male,0,32,Labourer,Work,Shared E-Rickshaw,10.0,30,40,5,2,0,2,0,0,2,13650,0.7160696167954421,0,0,No,1,0.2386898722651473,0.0
213,11. Loharka Road,1,1,0,0,867.9977565166006,0.0,Male,0,32,Labourer,Work,Shared E-Rickshaw,10.0,30,40,5,2,0,2,0,0,2,13650,0.7160696167954421,0,0,No,1,0.2386898722651473,0.0
214,3. Bus stand,0,0,1,0,519.6,0.0,Male,0,55,Private salaried job,Work,Shared E-Rickshaw,10.0,30,20,6,0,0,2,0,0,2,22000,0.3902286740029658,0,0,No,1,0.1300762246676552,0.0
214,3. Bus stand,1,1,1,1,389.7,15.0,Male,0,55,Private salaried job,Work,Shared E-Rickshaw,10.0,30,20,6,0,0,2,0,0,2,22000,0.3902286740029658,0,0,No,1,0.1300762246676552,0.1300762246676552
215,2. Amritsar Engineering College,0,0,0,0,433.0,0.0,Female,1,24,Student,Education,Shared E-Rickshaw,11.0,25,20,5,15,0,1,0,1,1,0,1.0,0,0,No,0,0.3333333333333333,0.0
215,2. Amritsar Engineering College,1,1,0,0,440.154071296158,0.0,Female,1,24,Student,Education,Shared E-Rickshaw,11.0,25,20,5,15,0,1,0,1,1,0,1.0,0,0,No,0,0.3333333333333333,0.0
216,6. Gumtala Chowk,0,0,0,0,1039.2,0.0,Female,1,30,Homemaker,Work,Shared E-Rickshaw,11.0,30,40,6,10,200,0,0,1,0,0,1.0,1,0,No,0,0.6666666666666666,0.0
216,6. Gumtala Chowk,1,1,0,0,1046.5898400391554,0.0,Female,1,30,Homemaker,Work,Shared E-Rickshaw,11.0,30,40,6,10,200,0,0,1,0,0,1.0,1,0,No,0,0.6666666666666666,0.0
217,15. Rajasansi,0,0,0,0,433.0,0.0,Female,1,22,Student,Education,Shared E-Rickshaw,12.0,30,20,5,5,200,1,1,0,2,0,1.0,0,0,No,0,0.3333333333333333,0.0
217,15. Rajasansi,1,1,0,0,434.31057751557313,0.0,Female,1,22,Student,Education,Shared E-Rickshaw,12.0,30,20,5,5,200,1,1,0,2,0,1.0,0,0,No,0,0.3333333333333333,0.0
218,11. Loharka Road,0,0,1,0,649.5,0.0,Male,0,40,Self-employed,Work,Shared E-Rickshaw,12.0,25,30,5,30,100,2,1,1,3,17914,0.5496761102005776,0,0,No,1,0.1832253700668592,0.0
218,11. Loharka Road,1,1,1,1,433.0,20.0,Male,0,40,Self-employed,Work,Shared E-Rickshaw,12.0,25,30,5,30,100,2,1,1,3,17914,0.5496761102005776,0,0,No,1,0.1832253700668592,0.1832253700668592
219,18. Spring Dale,0,0,0,0,1212.4,0.0,Male,0,43,Self-employed,Work,Shared E-Rickshaw,12.0,25,40,7,2,100,0,0,0,0,17914,0.5496761102005776,1,0,Yes,1,0.5165587034001925,0.0
219,18. Spring Dale,1,1,0,0,1221.6756255100652,0.0,Male,0,43,Self-employed,Work,Shared E-Rickshaw,12.0,25,40,7,2,100,0,0,0,0,17914,0.5496761102005776,1,0,Yes,1,0.5165587034001925,0.0
220,32. Railway Station,0,0,0,0,433.0,0.0,Female,1,30,Homemaker,Religious,Shared E-Rickshaw,15.0,30,50,2,5,200,0,0,0,0,0,1.0,1,0,No,0,0.6666666666666666,0.0
220,32. Railway Station,1,1,0,0,436.9757819382494,0.0,Female,1,30,Homemaker,Religious,Shared E-Rickshaw,15.0,30,50,2,5,200,0,0,0,0,0,1.0,1,0,No,0,0.6666666666666666,0.0
221,27. Hussainpura Chowk,0,0,0,0,519.6,0.0,Male,0,25,Private salaried job,Work,Shared E-Rickshaw,20.0,60,30,4,0,0,1,1,0,2,22000,0.3902286740029658,0,0,Yes,1,0.1300762246676552,0.0
221,27. Hussainpura Chowk,1,1,0,0,522.6094869178094,0.0,Male,0,25,Private salaried job,Work,Shared E-Rickshaw,20.0,60,30,4,0,0,1,1,0,2,22000,0.3902286740029658,0,0,Yes,1,0.1300762246676552,0.0
222,35. Verka Bypass,0,0,0,0,1212.4,0.0,Male,0,26,Private salaried job,Work,Shared E-Rickshaw,20.0,60,40,7,10,0,0,0,0,0,22000,0.3902286740029658,1,0,Yes,1,0.4634095580009886,0.0
222,35. Verka Bypass,1,1,0,0,1217.2858404535154,0.0,Male,0,26,Private salaried job,Work,Shared E-Rickshaw,20.0,60,40,7,10,0,0,0,0,0,22000,0.3902286740029658,1,0,Yes,1,0.4634095580009886,0.0
223,Majitha_Road,0,0,0,0,163.54385185185185,0.0,Male,0,20,Private salaried job,Work,Two Wheeler,1.0,2,0,7,0,0,2,1,0,3,22000,0.3902286740029658,0,0,Yes,1,0.1300762246676552,0.0
223,Majitha_Road,1,1,0,0,6.628642127635825,0.0,Male,0,20,Private salaried job,Work,Two Wheeler,1.0,2,0,7,0,0,2,1,0,3,22000,0.3902286740029658,0,0,Yes,1,0.1300762246676552,0.0
224,Majitha_Road,0,0,1,0,140.18044444444445,0.0,Male,0,20,Private salaried job,Work,Two Wheeler,1.0,10,0,6,0,0,1,0,0,1,22000,0.3902286740029658,0,0,Yes,1,0.1300762246676552,0.0
224,Majitha_Road,1,1,1,1,129.9,5.0,Male,0,20,Private salaried job,Work,Two Wheeler,1.0,10,0,6,0,0,1,0,0,1,22000,0.3902286740029658,0,0,Yes,1,0.1300762246676552,0.1300762246676552
225,18. Spring Dale,0,0,0,0,163.54385185185185,0.0,Male,0,35,Self-employed,Work,Two Wheeler,1.0,5,0,7,0,0,2,1,0,3,17914,0.5496761102005776,0,0,No,1,0.1832253700668592,0.0
225,18. Spring Dale,1,1,0,0,2.8644622688205503,0.0,Male,0,35,Self-employed,Work,Two Wheeler,1.0,5,0,7,0,0,2,1,0,3,17914,0.5496761102005776,0,0,No,1,0.1832253700668592,0.0
226,35. Verka Bypass,0,0,0,0,140.18044444444445,0.0,Male,0,37,Self-employed,Work,Two Wheeler,1.0,5,0,6,0,0,2,0,0,2,17914,0.5496761102005776,0,0,Yes,1,0.1832253700668592,0.0
226,35. Verka Bypass,1,1,0,0,9.248084293120272,0.0,Male,0,37,Self-employed,Work,Two Wheeler,1.0,5,0,6,0,0,2,0,0,2,17914,0.5496761102005776,0,0,Yes,1,0.1832253700668592,0.0
227,26. Guru Harkrishan School,0,0,0,0,280.3608888888889,0.0,Female,1,17,Student,Education,Two Wheeler,2.0,15,0,6,0,0,2,1,1,3,0,1.0,0,0,No,0,0.3333333333333333,0.0
227,26. Guru Harkrishan School,1,1,0,0,0.2485949138625631,0.0,Female,1,17,Student,Education,Two Wheeler,2.0,15,0,6,0,0,2,1,1,3,0,1.0,0,0,No,0,0.3333333333333333,0.0
228,8. Hall Gate,0,0,0,0,233.63407407407405,0.0,Male,0,32,Private salaried job,Work,Two Wheeler,2.0,20,0,5,0,0,1,0,0,1,22000,0.3902286740029658,0,0,No,1,0.1300762246676552,0.0
228,8. Hall Gate,1,1,0,0,5.551980423268247,0.0,Male,0,32,Private salaried job,Work,Two Wheeler,2.0,20,0,5,0,0,1,0,0,1,22000,0.3902286740029658,0,0,No,1,0.1300762246676552,0.0
229,1. 100 ft road Chowk,0,0,0,0,280.3608888888889,0.0,Male,0,38,Self-employed,Work,Two Wheeler,2.0,5,0,6,0,0,1,1,1,2,17914,0.5496761102005776,0,0,Yes,1,0.1832253700668592,0.0
229,1. 100 ft road Chowk,1,1,0,0,6.339751116810851,0.0,Male,0,38,Self-employed,Work,Two Wheeler,2.0,5,0,6,0,0,1,1,1,2,17914,0.5496761102005776,0,0,Yes,1,0.1832253700668592,0.0
230,11. Loharka Road,0,0,0,0,327.0877037037037,0.0,Male,0,47,Self-employed,Work,Two Wheeler,2.0,2,0,7,0,0,1,0,0,1,17914,0.5496761102005776,0,0,Yes,1,0.1832253700668592,0.0
230,11. Loharka Road,1,1,0,0,1.058974037507533,0.0,Male,0,47,Self-employed,Work,Two Wheeler,2.0,2,0,7,0,0,1,0,0,1,17914,0.5496761102005776,0,0,Yes,1,0.1832253700668592,0.0
231,Chattarwind_Gate,0,0,0,0,327.0877037037037,0.0,Male,0,50,Self-employed,Work,Two Wheeler,2.0,7,0,7,0,0,1,0,0,1,17914,0.5496761102005776,0,0,Yes,1,0.1832253700668592,0.0
231,Chattarwind_Gate,1,1,0,0,1.4033959706391264,0.0,Male,0,50,Self-employed,Work,Two Wheeler,2.0,7,0,7,0,0,1,0,0,1,17914,0.5496761102005776,0,0,Yes,1,0.1832253700668592,0.0
232,19. Sultanwind,0,0,0,0,420.54133333333334,0.0,Male,0,20,Student,Education,Two Wheeler,3.0,5,0,6,0,0,1,1,0,2,0,1.0,0,0,No,0,0.3333333333333333,0.0
232,19. Sultanwind,1,1,0,0,4.191143193163038,0.0,Male,0,20,Student,Education,Two Wheeler,3.0,5,0,6,0,0,1,1,0,2,0,1.0,0,0,No,0,0.3333333333333333,0.0
233,24. GNDU,0,0,0,0,420.54133333333334,0.0,Male,0,42,Self-employed,Work,Two Wheeler,3.0,15,0,6,0,0,1,0,1,1,17914,0.5496761102005776,0,0,Yes,1,0.1832253700668592,0.0
233,24. GNDU,1,1,0,0,9.662319121431818,0.0,Male,0,42,Self-employed,Work,Two Wheeler,3.0,15,0,6,0,0,1,0,1,1,17914,0.5496761102005776,0,0,Yes,1,0.1832253700668592,0.0
234,32. Railway Station,0,0,0,0,420.54133333333334,0.0,Male,0,60,Self-employed,Work,Two Wheeler,3.0,10,0,6,0,0,1,0,0,1,17914,0.5496761102005776,0,1,Yes,1,0.5165587034001925,0.0
234,32. Railway Station,1,1,0,0,5.960425532343728,0.0,Male,0,60,Self-employed,Work,Two Wheeler,3.0,10,0,6,0,0,1,0,0,1,17914,0.5496761102005776,0,1,Yes,1,0.5165587034001925,0.0
235,21. Vallah Bypass,0,0,0,0,560.7217777777778,0.0,Male,0,32,Private salaried job,Work,Two Wheeler,4.0,10,0,6,0,0,3,0,0,3,22000,0.3902286740029658,0,0,No,1,0.1300762246676552,0.0
235,21. Vallah Bypass,1,1,0,0,9.330232216002113,0.0,Male,0,32,Private salaried job,Work,Two Wheeler,4.0,10,0,6,0,0,3,0,0,3,22000,0.3902286740029658,0,0,No,1,0.1300762246676552,0.0
236,32. Railway Station,0,0,0,0,560.7217777777778,0.0,Male,0,38,Self-employed,Work,Two Wheeler,4.0,7,0,6,0,0,1,0,0,1,17914,0.5496761102005776,0,0,Yes,1,0.1832253700668592,0.0
236,32. Railway Station,1,1,0,0,8.043609156129708,0.0,Male,0,38,Self-employed,Work,Two Wheeler,4.0,7,0,6,0,0,1,0,0,1,17914,0.5496761102005776,0,0,Yes,1,0.1832253700668592,0.0
237,30. Novelty Chowk,0,0,0,0,654.1754074074074,0.0,Male,0,42,Self-employed,Work,Two Wheeler,4.0,7,0,7,0,0,1,0,0,1,17914,0.5496761102005776,0,0,Yes,1,0.1832253700668592,0.0
